review_id,review_type,sample_id,split,image_path,original_image,diagnosis_source,rule_color_cast,human_color_cast,rule_low_light,human_low_light,rule_low_contrast,human_low_contrast,rule_blur,human_blur,rule_haze,human_haze,rule_strategy,human_strategy,rule_confidence,rule_degradations,rule_severities,candidate_a_method,candidate_a_image,candidate_b_method,candidate_b_image,human_degradation_labels,human_severities,human_preferred_strategy,human_preference,human_tie,reviewer,reviewed_at,review_status,comments,review_notes
diagnosis_0001,diagnosis,sample_0001,train,data/processed/uieb/raw/sample_0001.jpg,data/processed/uieb/raw/sample_0001.jpg,rule_based,3,,0,,1,,0,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.7}, ""reason"": ""over_saturation"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.9625,"[""blue_green_color_cast"", ""low_contrast"", ""over_saturation"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_contrast"": 1, ""over_saturation"": 3, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0002,diagnosis,sample_0002,test,data/processed/uieb/raw/sample_0002.jpg,data/processed/uieb/raw/sample_0002.jpg,rule_based,3,,0,,2,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.8}, ""reason"": ""over_saturation"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9464285714285715,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""over_saturation"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_contrast"": 2, ""over_saturation"": 2, ""possible_detail_loss"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0003,diagnosis,sample_0003,train,data/processed/uieb/raw/sample_0003.jpg,data/processed/uieb/raw/sample_0003.jpg,rule_based,3,,1,,1,,0,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""gamma_correction"", ""parameters"": {""gamma"": 0.85}, ""reason"": ""low_light"", ""severity"": 1, ""step"": 3, ""triggered_by"": [""low_light""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""low_light, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_light"", ""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.8711538461538462,"[""blue_green_color_cast"", ""low_contrast"", ""low_light"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_contrast"": 1, ""low_light"": 1, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0004,diagnosis,sample_0004,train,data/processed/uieb/raw/sample_0004.jpg,data/processed/uieb/raw/sample_0004.jpg,rule_based,3,,0,,1,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur""]}]",,0.903846153846154,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_contrast"": 1, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0005,diagnosis,sample_0005,val,data/processed/uieb/raw/sample_0005.jpg,data/processed/uieb/raw/sample_0005.jpg,rule_based,3,,1,,0,,0,,3,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.8}, ""reason"": ""over_saturation"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""gamma_correction"", ""parameters"": {""gamma"": 0.85}, ""reason"": ""low_light"", ""severity"": 1, ""step"": 4, ""triggered_by"": [""low_light""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.5}, ""reason"": ""possible_haze"", ""severity"": 3, ""step"": 5, ""triggered_by"": [""possible_haze""]}]",,0.9096989966555185,"[""blue_green_color_cast"", ""low_light"", ""over_saturation"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_light"": 1, ""over_saturation"": 2, ""possible_haze"": 3}",,,,,,,,,,,,pending,,
diagnosis_0006,diagnosis,sample_0006,test,data/processed/uieb/raw/sample_0006.jpg,data/processed/uieb/raw/sample_0006.jpg,rule_based,3,,0,,2,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.8}, ""reason"": ""over_saturation"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9464285714285715,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""over_saturation"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_contrast"": 2, ""over_saturation"": 2, ""possible_detail_loss"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0007,diagnosis,sample_0007,train,data/processed/uieb/raw/sample_0007.jpg,data/processed/uieb/raw/sample_0007.jpg,rule_based,3,,0,,2,,0,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.8}, ""reason"": ""over_saturation"", ""severity"": 2, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.9423076923076924,"[""blue_green_color_cast"", ""low_contrast"", ""over_saturation"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_contrast"": 2, ""over_saturation"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0008,diagnosis,sample_0008,train,data/processed/uieb/raw/sample_0008.jpg,data/processed/uieb/raw/sample_0008.jpg,rule_based,3,,2,,2,,0,,1,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.9}, ""reason"": ""over_saturation"", ""severity"": 1, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""gamma_correction"", ""parameters"": {""gamma"": 0.75}, ""reason"": ""low_light"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_light""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""low_contrast"", ""possible_haze""]}]",,0.913913043478261,"[""blue_green_color_cast"", ""low_contrast"", ""low_light"", ""over_saturation"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""low_contrast"": 2, ""low_light"": 2, ""over_saturation"": 1, ""possible_haze"": 1}",,,,,,,,,,,,pending,,
diagnosis_0009,diagnosis,sample_0009,train,data/processed/uieb/raw/sample_0009.jpg,data/processed/uieb/raw/sample_0009.jpg,rule_based,3,,0,,2,,2,,2,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""saturation_reduction"", ""parameters"": {""scale"": 0.7}, ""reason"": ""over_saturation"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""over_saturation""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.0}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 2, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.35}, ""reason"": ""blur, possible_detail_loss"", ""severity"": 2, ""step"": 5, ""triggered_by"": [""blur"", ""possible_detail_loss""]}]",,0.9547619047619049,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""over_saturation"", ""possible_detail_loss"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 2, ""low_contrast"": 2, ""over_saturation"": 3, ""possible_detail_loss"": 2, ""possible_haze"": 2}",,,,,,,,,,,,pending,,
diagnosis_0010,diagnosis,sample_0010,train,data/processed/uieb/raw/sample_0010.jpg,data/processed/uieb/raw/sample_0010.jpg,rule_based,3,,0,,2,,1,,3,,"[{""operation"": ""red_channel_compensation"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 1, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""white_balance"", ""parameters"": {}, ""reason"": ""blue_green_color_cast"", ""severity"": 3, ""step"": 2, ""triggered_by"": [""blue_green_color_cast""]}, {""operation"": ""retinex"", ""parameters"": {}, ""reason"": ""possible_haze"", ""severity"": 3, ""step"": 3, ""triggered_by"": [""possible_haze""]}, {""operation"": ""clahe"", ""parameters"": {""clip_limit"": 2.5}, ""reason"": ""low_contrast, possible_haze"", ""severity"": 3, ""step"": 4, ""triggered_by"": [""low_contrast"", ""possible_haze""]}, {""operation"": ""mild_sharpening"", ""parameters"": {""amount"": 0.2}, ""reason"": ""blur"", ""severity"": 1, ""step"": 5, ""triggered_by"": [""blur""]}]",,0.9625000000000001,"[""blue_green_color_cast"", ""blur"", ""low_contrast"", ""possible_haze""]","{""blue_green_color_cast"": 3, ""blur"": 1, ""low_contrast"": 2, ""possible_haze"": 3}",,,,,,,,,,,,pending,,
